idx,question,sql,tables,shape_id,group,group_size
69,Which roof type had the smallest daily corrected surface temperature range?,"WITH daily_ranges AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    MAX(ED1_TSFCkorr) - MIN(ED1_TSFCkorr) AS smart_irrigated_extensive_range,
    MAX(ED2_TSFCkorr) - MIN(ED2_TSFCkorr) AS non_irrigated_extensive_range,
    MAX(KD_TSFCkorr) - MIN(KD_TSFCkorr) AS gravel_range,
    MAX(SD_TSFCkorr) - MIN(SD_TSFCkorr) AS wetland_range
  FROM radiation
  GROUP BY
    DATE_TRUNC('DAY', timestamp)
), avg_ranges AS (
  SELECT
    AVG(smart_irrigated_extensive_range) AS irrigated_extensive,
    AVG(non_irrigated_extensive_range) AS non_irrigated_extensive,
    AVG(gravel_range) AS gravel,
    AVG(wetland_range) AS wetland
  FROM daily_ranges
), unpivoted AS (
  SELECT
    'smart irrigated extensive green roof' AS roof_type,
    irrigated_extensive AS avg_daily_range
  FROM avg_ranges
  UNION ALL
  SELECT
    'non-irrigated extensive green roof',
    non_irrigated_extensive
  FROM avg_ranges
  UNION ALL
  SELECT
    'gravel roof',
    gravel
  FROM avg_ranges
  UNION ALL
  SELECT
    'wetland green roof',
    wetland
  FROM avg_ranges
)
SELECT
  roof_type,
  avg_daily_range
FROM unpivoted
ORDER BY
  avg_daily_range ASC
LIMIT 1",['radiation'],60,44,1
70,What was the correlation between downward shortwave radiation and corrected surface temperature for each roof type?,"SELECT
  CORR(ED1_SWdown, ED1_TSFCkorr) AS corr_smart_irrigated_extensive,
  CORR(ED2_SWdown, ED2_TSFCkorr) AS corr_non_irrigated_extensive,
  CORR(KD_SWdown, KD_TSFCkorr) AS corr_gravel,
  CORR(SD_SWdown, SD_TSFCkorr) AS corr_wetland
FROM radiation",['radiation'],54,23,10
71,How did upward shortwave radiation compare between the gravel roof and vegetated roofs by calendar month?,"SELECT
  DATE_TRUNC('MONTH', timestamp) AS month,
  AVG(KD_SWup) AS gravel_swup,
  AVG(ED1_SWup) AS smart_irrigated_extensive_swup,
  AVG(ED2_SWup) AS non_irrigated_extensive_swup,
  AVG(SD_SWup) AS wetland_swup
FROM radiation
GROUP BY
  month
ORDER BY
  month",['radiation'],59,37,5
72,Which roof type had the highest average shortwave reflectance calculated from upward and downward shortwave radiation?,"SELECT
  roof_type,
  avg_reflectance
FROM (
  SELECT
    'smart irrigated extensive green roof' AS roof_type,
    AVG(ED1_SWup / NULLIF(ED1_SWdown, 0)) AS avg_reflectance
  FROM radiation
  WHERE
    ED1_SWdown > 0
  UNION ALL
  SELECT
    'non-irrigated extensive green roof',
    AVG(ED2_SWup / NULLIF(ED2_SWdown, 0))
  FROM radiation
  WHERE
    ED2_SWdown > 0
  UNION ALL
  SELECT
    'gravel roof',
    AVG(KD_SWup / NULLIF(KD_SWdown, 0))
  FROM radiation
  WHERE
    KD_SWdown > 0
  UNION ALL
  SELECT
    'wetland green roof',
    AVG(SD_SWup / NULLIF(SD_SWdown, 0))
  FROM radiation
  WHERE
    SD_SWdown > 0
)
ORDER BY
  avg_reflectance DESC
LIMIT 1",['radiation'],61,45,1
73,How did shortwave reflectance differ between irrigated and non-irrigated extensive roofs on days with downward shortwave radiation above 500 W/m²?,"SELECT
  DATE_TRUNC('DAY', timestamp) AS day,
  AVG(ED1_SWup / NULLIF(ED1_SWdown, 0)) AS smart_irrigated_reflectance,
  AVG(ED2_SWup / NULLIF(ED2_SWdown, 0)) AS non_irrigated_reflectance,
  AVG(ED1_SWup / NULLIF(ED1_SWdown, 0)) - AVG(ED2_SWup / NULLIF(ED2_SWdown, 0)) AS reflectance_difference
FROM radiation
WHERE
  ED1_SWdown > 500 OR ED2_SWdown > 500
GROUP BY
  DATE_TRUNC('DAY', timestamp)
ORDER BY
  day",['radiation'],62,46,1
74,What was the monthly average net shortwave radiation for each roof type?,"SELECT
  DATE_TRUNC('MONTH', timestamp) AS month,
  AVG(ED1_SWdown - ED1_SWup) AS avg_net_sw_smart_irrigated_extensive,
  AVG(ED2_SWdown - ED2_SWup) AS avg_net_sw_non_irrigated_extensive,
  AVG(KD_SWdown - KD_SWup) AS avg_net_sw_gravel,
  AVG(SD_SWdown - SD_SWup) AS avg_net_sw_wetland
FROM radiation
GROUP BY
  month
ORDER BY
  month",['radiation'],59,37,5
75,Which roof type had the lowest average net radiation calculated from shortwave and longwave components?,"SELECT
  roof,
  AVG(net_rad) AS avg_net_radiation
FROM (
  SELECT
    'smart irrigated extensive' AS roof,
    (
      ED1_SWdown - ED1_SWup
    ) + (
      ED1_LWdown - ED1_LWup
    ) AS net_rad
  FROM radiation
  UNION ALL
  SELECT
    'non-irrigated extensive',
    (
      ED2_SWdown - ED2_SWup
    ) + (
      ED2_LWdown - ED2_LWup
    )
  FROM radiation
  UNION ALL
  SELECT
    'gravel',
    (
      KD_SWdown - KD_SWup
    ) + (
      KD_LWdown - KD_LWup
    )
  FROM radiation
  UNION ALL
  SELECT
    'wetland',
    (
      SD_SWdown - SD_SWup
    ) + (
      SD_LWdown - SD_LWup
    )
  FROM radiation
)
GROUP BY
  roof
ORDER BY
  avg_net_radiation ASC
LIMIT 1",['radiation'],63,47,1
76,How many samples there when the wetland roof have lower corrected surface temperature than the gravel roof when downward shortwave radiation exceeded 600 W/m²?,"SELECT
  COUNT(*)
FROM radiation
WHERE
  SD_TSFCkorr < KD_TSFCkorr AND SD_SWdown > 600 AND KD_SWdown > 600",['radiation'],26,22,4
77,What was the relationship between daily total precipitation and daily maximum corrected surface temperature on the irrigated extensive green roof?,"WITH daily_precip AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    SUM(Rain) AS total_precipitation
  FROM wetter
  GROUP BY
    1
), daily_temp AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    MAX(ED1_TSFCkorr) AS max_corrected_surface_temp
  FROM radiation
  GROUP BY
    1
), daily_combined AS (
  SELECT
    p.day,
    p.total_precipitation,
    t.max_corrected_surface_temp
  FROM daily_precip AS p
  JOIN daily_temp AS t
    USING (day)
)
SELECT
  CORR(total_precipitation, max_corrected_surface_temp)
FROM daily_combined","['radiation', 'wetter']",64,48,1
78,How did corrected surface temperature on the non-irrigated extensive roof differ between days with soil moisture below 15% and days with soil moisture above 20%?,"SELECT
  moisture_category,
  AVG(avg_tsfckorr) AS avg_corrected_surface_temp_K,
  COUNT(*) AS day_count
FROM (
  SELECT
    DATE_TRUNC('DAY', r.timestamp) AS day,
    AVG(r.ED2_TSFCkorr) AS avg_tsfckorr,
    CASE
      WHEN AVG(s.QEx2) < 15
      THEN 'below_15'
      WHEN AVG(s.QEx2) > 20
      THEN 'above_20'
      ELSE NULL
    END AS moisture_category
  FROM radiation AS r
  JOIN swc AS s
    ON r.timestamp = s.timestamp
  GROUP BY
    DATE_TRUNC('DAY', r.timestamp)
) AS t
WHERE
  NOT moisture_category IS NULL
GROUP BY
  moisture_category","['radiation', 'swc']",65,49,1
79,What was the correlation between soil moisture and soil temperature for each roof type?,"SELECT
  CORR(s.QGravel, t.TGravel) AS corr_gravel,
  CORR(s.QEx1, t.TEx1) AS corr_smart_irrigated_extensive,
  CORR(s.QIn, t.TIn) AS corr_intensive,
  CORR(s.QEx2, t.TEx2) AS corr_extensive_non_irrigated,
  CORR(s.QWetland, t.TWetland) AS corr_wetland
FROM swc AS s
JOIN tsoil AS t
  ON s.timestamp = t.timestamp","['swc', 'tsoil']",66,30,4
80,How did soil moisture and outflow covary for the smart irrigated extensive green roof at daily resolution?,"WITH daily_swc AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    AVG(QEx1) AS avg_soil_moisture_pct
  FROM swc
  GROUP BY
    1
), daily_outflow AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    SUM(Extensiv1_Efflux) AS total_outflow_liters
  FROM outflow
  GROUP BY
    1
)
SELECT
  s.day,
  s.avg_soil_moisture_pct,
  o.total_outflow_liters
FROM daily_swc AS s
JOIN daily_outflow AS o
  USING (day)
ORDER BY
  s.day","['outflow', 'swc']",67,50,1
81,Which roof type showed the strongest correlation between daily soil moisture and daily outflow?,"WITH daily_swc AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    AVG(QGravel) AS sm_gravel,
    AVG(QEx1) AS sm_ex1,
    AVG(QEx2) AS sm_ex2,
    AVG(QWetland) AS sm_wetland
  FROM swc
  GROUP BY
    1
), daily_out AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    SUM(Kies_Efflux) AS out_gravel,
    SUM(Extensiv1_Efflux) AS out_ex1,
    SUM(Extensiv2_Efflux) AS out_ex2,
    SUM(Sumpf2_Efflux) AS out_wetland
  FROM outflow
  GROUP BY
    1
), joined AS (
  SELECT
    s.day,
    sm_gravel,
    sm_ex1,
    sm_ex2,
    sm_wetland,
    out_gravel,
    out_ex1,
    out_ex2,
    out_wetland
  FROM daily_swc AS s
  JOIN daily_out AS o
    USING (day)
), corrs AS (
  SELECT
    'gravel roof' AS roof_type,
    CORR(sm_gravel, out_gravel) AS correlation
  FROM joined
  UNION ALL
  SELECT
    'smart irrigated extensive green roof',
    CORR(sm_ex1, out_ex1)
  FROM joined
  UNION ALL
  SELECT
    'non-irrigated extensive green roof',
    CORR(sm_ex2, out_ex2)
  FROM joined
  UNION ALL
  SELECT
    'wetland green roof',
    CORR(sm_wetland, out_wetland)
  FROM joined
)
SELECT
  roof_type,
  correlation
FROM corrs
ORDER BY
  ABS(correlation) DESC
LIMIT 1","['outflow', 'swc']",68,7,2
82,"On days with at least 10 mm precipitation, how did average soil moisture compare between roofs with daily outflow above 5 liters and roofs with daily outflow below 5 liters?","WITH rainy_days AS (
  SELECT
    CAST(timestamp AS DATE) AS day
  FROM wetter
  GROUP BY
    CAST(timestamp AS DATE)
  HAVING
    SUM(Rain) >= 10
), daily_outflow AS (
  SELECT
    CAST(timestamp AS DATE) AS day,
    roof,
    SUM(efflux) AS daily_efflux
  FROM (
    SELECT
      timestamp,
      'Gravel' AS roof,
      Kies_Efflux AS efflux
    FROM outflow
    UNION ALL
    SELECT
      timestamp,
      'Ex1',
      Extensiv1_Efflux
    FROM outflow
    UNION ALL
    SELECT
      timestamp,
      'Ex2',
      Extensiv2_Efflux
    FROM outflow
    UNION ALL
    SELECT
      timestamp,
      'Wetland',
      Sumpf2_Efflux
    FROM outflow
  )
  GROUP BY
    CAST(timestamp AS DATE),
    roof
), daily_swc AS (
  SELECT
    CAST(timestamp AS DATE) AS day,
    roof,
    AVG(moisture) AS avg_swc
  FROM (
    SELECT
      timestamp,
      'Gravel' AS roof,
      QGravel AS moisture
    FROM swc
    UNION ALL
    SELECT
      timestamp,
      'Ex1',
      QEx1
    FROM swc
    UNION ALL
    SELECT
      timestamp,
      'Ex2',
      QEx2
    FROM swc
    UNION ALL
    SELECT
      timestamp,
      'Wetland',
      QWetland
    FROM swc
  )
  GROUP BY
    CAST(timestamp AS DATE),
    roof
)
SELECT
  CASE
    WHEN o.daily_efflux > 5
    THEN 'outflow_above_5L'
    WHEN o.daily_efflux < 5
    THEN 'outflow_below_5L'
  END AS outflow_group,
  AVG(s.avg_swc) AS avg_soil_moisture,
  COUNT(*) AS roof_day_count
FROM daily_outflow AS o
JOIN daily_swc AS s
  ON o.day = s.day AND o.roof = s.roof
JOIN rainy_days AS r
  ON r.day = o.day
WHERE
  o.daily_efflux <> 5
GROUP BY
  1
ORDER BY
  1","['outflow', 'swc', 'wetter']",69,51,1
83,How many observations did the non-irrigated extensive roof combine soil moisture below 15% with corrected surface temperature above 310 K?,"SELECT
  COUNT(*) AS occurrences
FROM swc
JOIN radiation
  USING (timestamp)
WHERE
  swc.QEx2 < 15 AND radiation.ED2_TSFCkorr > 310","['radiation', 'swc']",70,52,1
84,How many days did the wetland roof combine soil moisture above 40% with corrected surface temperature below 300 K?,"WITH daily AS (
  SELECT DISTINCT
    DATE_TRUNC('DAY', s.timestamp) AS day
  FROM swc AS s
  JOIN radiation AS r
    ON s.timestamp = r.timestamp
  WHERE
    s.QWetland > 40 AND r.SD_TSFCkorr < 300
)
SELECT
  COUNT(*) AS num_days
FROM daily","['radiation', 'swc']",71,53,1
85,What was the average outflow from each roof type when relative humidity exceeded 80% and precipitation was below 1 mm?,"SELECT
  AVG(o.Kies_Efflux) AS avg_Kies_Efflux,
  AVG(o.Extensiv1_Efflux) AS avg_Extensiv1_Efflux,
  AVG(o.Extensiv2_Efflux) AS avg_Extensiv2_Efflux,
  AVG(o.Sumpf2_Efflux) AS avg_Sumpf2_Efflux,
  AVG(o.Zeitlysi_Efflux_x) AS avg_Zeitlysi_Efflux_x,
  AVG(o.Sensorlysi_Efflux_x) AS avg_Sensorlysi_Efflux_x
FROM outflow AS o
JOIN wetter AS w
  ON o.timestamp = w.timestamp
WHERE
  w.RH > 80 AND w.Rain < 1","['outflow', 'wetter']",44,23,10
86,How did daily outflow differ between days with wind speed below 2 m/s and days with wind speed above 5 m/s for each roof type?,"WITH daily_wind AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    AVG(windspeed) AS avg_wind
  FROM wetter
  GROUP BY
    1
), daily_outflow AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    SUM(Kies_Efflux) AS Kies,
    SUM(Extensiv1_Efflux) AS Extensiv1,
    SUM(Extensiv2_Efflux) AS Extensiv2,
    SUM(Sumpf2_Efflux) AS Sumpf2,
    SUM(Zeitlysi_Efflux_x) AS Zeitlysi,
    SUM(Sensorlysi_Efflux_x) AS Sensorlysi
  FROM outflow
  GROUP BY
    1
), joined AS (
  SELECT
    o.*,
    CASE
      WHEN w.avg_wind < 2
      THEN 'wind_below_2'
      WHEN w.avg_wind > 5
      THEN 'wind_above_5'
      ELSE NULL
    END AS wind_category
  FROM daily_outflow AS o
  JOIN daily_wind AS w
    USING (day)
  WHERE
    w.avg_wind < 2 OR w.avg_wind > 5
)
SELECT
  roof_type,
  wind_category,
  COUNT(*) AS n_days,
  AVG(outflow_l) AS avg_daily_outflow_l,
  SUM(outflow_l) AS total_outflow_l
FROM joined
UNPIVOT(outflow_l FOR roof_type IN (Kies, Extensiv1, Extensiv2, Sumpf2, Zeitlysi, Sensorlysi))
GROUP BY
  roof_type,
  wind_category
ORDER BY
  roof_type,
  wind_category","['outflow', 'wetter']",72,54,1
87,What was the correlation between daily relative humidity and daily soil moisture for each roof type?,"WITH daily_rh AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    AVG(RH) AS rh
  FROM wetter
  GROUP BY
    1
), daily_swc AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    AVG(QGravel) AS gravel,
    AVG(QEx1) AS ex1,
    AVG(QEx2) AS ex2,
    AVG(QIn) AS intensive,
    AVG(QWetland) AS wetland
  FROM swc
  GROUP BY
    1
)
SELECT
  CORR(daily_rh.rh, daily_swc.gravel) AS corr_gravel,
  CORR(daily_rh.rh, daily_swc.ex1) AS corr_extensive_smart_irrigated,
  CORR(daily_rh.rh, daily_swc.ex2) AS corr_extensive_non_irrigated,
  CORR(daily_rh.rh, daily_swc.intensive) AS corr_intensive,
  CORR(daily_rh.rh, daily_swc.wetland) AS corr_wetland
FROM daily_rh
JOIN daily_swc
  USING (day)","['swc', 'wetter']",73,30,4
88,How did soil temperature differ across roof types on days with relative humidity below 40%?,"SELECT
  DATE_TRUNC('DAY', t.timestamp) AS day,
  AVG(t.TGravel) AS avg_TGravel,
  AVG(t.TEx1) AS avg_TEx1,
  AVG(t.TEx2) AS avg_TEx2,
  AVG(t.TIn) AS avg_TIn,
  AVG(t.TWetland) AS avg_TWetland
FROM tsoil AS t
JOIN wetter AS w
  ON DATE_TRUNC('DAY', t.timestamp) = DATE_TRUNC('DAY', w.timestamp)
GROUP BY
  DATE_TRUNC('DAY', t.timestamp)
HAVING
  AVG(w.RH) < 40
ORDER BY
  day","['tsoil', 'wetter']",74,55,1
89,"On days with precipitation above 10 mm and average air temperature above 10 °C, which roof type had the lowest runoff-to-precipitation ratio?","WITH daily_weather AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    SUM(Rain) AS total_rain,
    AVG(Tmean) AS avg_temp
  FROM wetter
  GROUP BY
    1
), daily_outflow AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    SUM(Kies_Efflux) AS gravel,
    SUM(Extensiv1_Efflux) AS ext_smart_irrigated,
    SUM(Extensiv2_Efflux) AS ext_non_irrigated,
    SUM(Sumpf2_Efflux) AS wetland,
    SUM(Zeitlysi_Efflux_x) AS small_timer,
    SUM(Sensorlysi_Efflux_x) AS small_threshold
  FROM outflow
  GROUP BY
    1
), qualifying_days AS (
  SELECT
    w.day,
    w.total_rain,
    o.gravel,
    o.ext_smart_irrigated,
    o.ext_non_irrigated,
    o.wetland,
    o.small_timer,
    o.small_threshold
  FROM daily_weather AS w
  JOIN daily_outflow AS o
    USING (day)
  WHERE
    w.total_rain > 10 AND w.avg_temp > 10
), ratios AS (
  SELECT
    'gravel roof' AS roof_type,
    SUM(gravel) / NULLIF(SUM(total_rain), 0) AS ratio
  FROM qualifying_days
  UNION ALL
  SELECT
    'smart irrigated extensive green roof',
    SUM(ext_smart_irrigated) / NULLIF(SUM(total_rain), 0)
  FROM qualifying_days
  UNION ALL
  SELECT
    'non-irrigated extensive green roof',
    SUM(ext_non_irrigated) / NULLIF(SUM(total_rain), 0)
  FROM qualifying_days
  UNION ALL
  SELECT
    'wetland green roof',
    SUM(wetland) / NULLIF(SUM(total_rain), 0)
  FROM qualifying_days
  UNION ALL
  SELECT
    'small lysimeter (timer based irrigation)',
    SUM(small_timer) / NULLIF(SUM(total_rain), 0)
  FROM qualifying_days
  UNION ALL
  SELECT
    'small lysimeter (threshold based irrigation)',
    SUM(small_threshold) / NULLIF(SUM(total_rain), 0)
  FROM qualifying_days
)
SELECT
  roof_type,
  ratio
FROM ratios
WHERE
  NOT ratio IS NULL
ORDER BY
  ratio ASC
LIMIT 1","['outflow', 'wetter']",75,56,1
90,How did monthly runoff compare for the wetland roof?,"SELECT
  DATE_TRUNC('MONTH', timestamp) AS month,
  SUM(Sumpf2_Efflux) AS sumpf2_runoff_liters
FROM outflow
GROUP BY
  DATE_TRUNC('MONTH', timestamp)
ORDER BY
  month",['outflow'],16,14,7
91,Which roof type had the highest number of days with daily outflow above 10 liters?,"WITH daily AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    SUM(Kies_Efflux) AS Kies,
    SUM(Extensiv1_Efflux) AS Extensiv1,
    SUM(Extensiv2_Efflux) AS Extensiv2,
    SUM(Sumpf2_Efflux) AS Sumpf2,
    SUM(Zeitlysi_Efflux_x) AS Zeitlysi,
    SUM(Sensorlysi_Efflux_x) AS Sensorlysi
  FROM outflow
  GROUP BY
    DATE_TRUNC('DAY', timestamp)
), counts AS (
  SELECT
    'Kies_Efflux' AS roof,
    COUNT(*) FILTER(WHERE
      Kies > 10) AS days
  FROM daily
  UNION ALL
  SELECT
    'Extensiv1_Efflux',
    COUNT(*) FILTER(WHERE
      Extensiv1 > 10)
  FROM daily
  UNION ALL
  SELECT
    'Extensiv2_Efflux',
    COUNT(*) FILTER(WHERE
      Extensiv2 > 10)
  FROM daily
  UNION ALL
  SELECT
    'Sumpf2_Efflux',
    COUNT(*) FILTER(WHERE
      Sumpf2 > 10)
  FROM daily
  UNION ALL
  SELECT
    'Zeitlysi_Efflux_x',
    COUNT(*) FILTER(WHERE
      Zeitlysi > 10)
  FROM daily
  UNION ALL
  SELECT
    'Sensorlysi_Efflux_x',
    COUNT(*) FILTER(WHERE
      Sensorlysi > 10)
  FROM daily
)
SELECT
  roof,
  days
FROM counts
ORDER BY
  days DESC
LIMIT 1",['outflow'],76,1,3
92,What was the 90th percentile daily outflow for each roof type?,"WITH daily AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    SUM(Kies_Efflux) AS Kies,
    SUM(Extensiv1_Efflux) AS Extensiv1,
    SUM(Extensiv2_Efflux) AS Extensiv2,
    SUM(Sumpf2_Efflux) AS Sumpf2,
    SUM(Zeitlysi_Efflux_x) AS Zeitlysi,
    SUM(Sensorlysi_Efflux_x) AS Sensorlysi
  FROM outflow
  GROUP BY
    1
)
SELECT
  QUANTILE_CONT(Kies, 0.9) AS Kies_p90,
  QUANTILE_CONT(Extensiv1, 0.9) AS Extensiv1_p90,
  QUANTILE_CONT(Extensiv2, 0.9) AS Extensiv2_p90,
  QUANTILE_CONT(Sumpf2, 0.9) AS Sumpf2_p90,
  QUANTILE_CONT(Zeitlysi, 0.9) AS Zeitlysi_p90,
  QUANTILE_CONT(Sensorlysi, 0.9) AS Sensorlysi_p90
FROM daily",['outflow'],40,14,7
93,How did the ratio of daily outflow from the non-irrigated extensive roof to gravel roof outflow changes by individual calendar month?,"SELECT
  DATE_TRUNC('MONTH', timestamp) AS month_start,
  SUM(COALESCE(Extensiv2_Efflux, 0)) / NULLIF(SUM(Kies_Efflux), 0) AS vegetated_to_gravel_ratio
FROM outflow
GROUP BY
  DATE_TRUNC('MONTH', timestamp)
ORDER BY
  month_start",['outflow'],19,16,2
94,Which roof type had the largest average reduction in corrected surface temperature relative to the gravel roof during days with downward shortwave radiation above 700 W/m²?,"WITH filtered AS (
  SELECT
    KD_TSFCkorr,
    ED1_TSFCkorr,
    ED2_TSFCkorr,
    SD_TSFCkorr
  FROM radiation
  WHERE
    KD_SWdown > 700 AND NOT KD_TSFCkorr IS NULL
), reductions AS (
  SELECT
    'smart irrigated extensive green roof' AS roof_type,
    AVG(KD_TSFCkorr - ED1_TSFCkorr) AS avg_reduction
  FROM filtered
  UNION ALL
  SELECT
    'non-irrigated extensive green roof',
    AVG(KD_TSFCkorr - ED2_TSFCkorr)
  FROM filtered
  UNION ALL
  SELECT
    'wetland green roof',
    AVG(KD_TSFCkorr - SD_TSFCkorr)
  FROM filtered
)
SELECT
  roof_type,
  avg_reduction
FROM reductions
ORDER BY
  avg_reduction DESC
LIMIT 1",['radiation'],77,57,1
95,How many observations registered that the smart irrigated extensive roof have both higher soil moisture and lower corrected surface temperature than the non-irrigated extensive roof?,"SELECT
  COUNT(*)
FROM swc AS s
JOIN radiation AS r
  ON s.timestamp = r.timestamp
WHERE
  s.QEx1 > s.QEx2 AND r.ED1_TSFCkorr < r.ED2_TSFCkorr","['radiation', 'swc']",44,23,10
96,What was the average daily cooling benefit of the wetland roof relative to the gravel roof during days with maximum air temperature above 30 °C?,"WITH daily_surface AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    AVG(KD_TSFCkorr) AS gravel_tsfc,
    AVG(SD_TSFCkorr) AS wetland_tsfc
  FROM radiation
  GROUP BY
    1
), hot_days AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day
  FROM wetter
  GROUP BY
    1
  HAVING
    MAX(Tmax) > 30
)
SELECT
  AVG(d.gravel_tsfc - d.wetland_tsfc) AS avg_daily_cooling_benefit_K
FROM daily_surface AS d
JOIN hot_days AS h
  ON d.day = h.day","['radiation', 'wetter']",78,58,1
97,How did soil moisture below 20% affect the runoff-to-precipitation ratio of the non-irrigated extensive roof on days with at least 5 mm precipitation?,"WITH weather_daily AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    SUM(Rain) AS rain_mm
  FROM wetter
  GROUP BY
    1
), outflow_daily AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    SUM(Extensiv2_Efflux) AS runoff_l
  FROM outflow
  GROUP BY
    1
), swc_daily AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    AVG(QEx2) AS avg_swc
  FROM swc
  GROUP BY
    1
), daily AS (
  SELECT
    w.day,
    w.rain_mm,
    o.runoff_l,
    s.avg_swc
  FROM weather_daily AS w
  LEFT JOIN outflow_daily AS o
    USING (day)
  LEFT JOIN swc_daily AS s
    USING (day)
)
SELECT
  CASE WHEN avg_swc < 20 THEN 'swc_below_20' ELSE 'swc_20_or_above' END AS soil_moisture_group,
  COUNT(*) AS n_days,
  AVG(rain_mm) AS avg_rain_mm,
  AVG(runoff_l) AS avg_runoff_l,
  AVG(runoff_l / NULLIF(rain_mm, 0)) AS avg_runoff_to_precip_ratio
FROM daily
WHERE
  rain_mm >= 5 AND NOT avg_swc IS NULL
GROUP BY
  soil_moisture_group
ORDER BY
  soil_moisture_group","['outflow', 'swc', 'wetter']",79,59,1
98,Which roof type had the strongest correlation between daily average corrected surface temperature and daily average soil moisture?,"WITH daily_rad AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    AVG(ED1_TSFCkorr) AS ts_ed1,
    AVG(ED2_TSFCkorr) AS ts_ed2,
    AVG(KD_TSFCkorr) AS ts_kd,
    AVG(SD_TSFCkorr) AS ts_sd
  FROM radiation
  GROUP BY
    1
), daily_swc AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    AVG(QEx1) AS sm_ex1,
    AVG(QEx2) AS sm_ex2,
    AVG(QGravel) AS sm_gravel,
    AVG(QWetland) AS sm_wetland
  FROM swc
  GROUP BY
    1
), daily AS (
  SELECT
    *
  FROM daily_rad
  JOIN daily_swc
    USING (day)
), corrs AS (
  SELECT
    'smart irrigated extensive green roof' AS roof_type,
    CORR(ts_ed1, sm_ex1) AS correlation
  FROM daily
  UNION ALL
  SELECT
    'non-irrigated extensive green roof',
    CORR(ts_ed2, sm_ex2)
  FROM daily
  UNION ALL
  SELECT
    'gravel roof',
    CORR(ts_kd, sm_gravel)
  FROM daily
  UNION ALL
  SELECT
    'wetland green roof',
    CORR(ts_sd, sm_wetland)
  FROM daily
)
SELECT
  roof_type,
  correlation
FROM corrs
ORDER BY
  ABS(correlation) DESC
LIMIT 1","['radiation', 'swc']",80,35,2
99,How did average outflow from the small substrate lysimeters differ between timer-based and threshold-based irrigation during months with precipitation below 30 mm?,"SELECT
  DATE_TRUNC('MONTH', o.timestamp) AS month,
  AVG(o.Zeitlysi_Efflux_x) AS avg_timer_outflow,
  AVG(o.Sensorlysi_Efflux_x) AS avg_threshold_outflow,
  AVG(o.Zeitlysi_Efflux_x) - AVG(o.Sensorlysi_Efflux_x) AS difference
FROM outflow AS o
WHERE
  DATE_TRUNC('MONTH', o.timestamp) IN (
    SELECT
      DATE_TRUNC('MONTH', w.timestamp)
    FROM wetter AS w
    GROUP BY
      DATE_TRUNC('MONTH', w.timestamp)
    HAVING
      SUM(w.Rain) < 30
  )
GROUP BY
  DATE_TRUNC('MONTH', o.timestamp)
ORDER BY
  month","['outflow', 'wetter']",81,60,1
100,"On how many days did daily outflow from the gravel roof at least double compared to the previous day, considering only days where both days had outflow above 0.5 liter?","WITH daily AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    SUM(Kies_Efflux) AS outflow
  FROM outflow
  GROUP BY
    DATE_TRUNC('DAY', timestamp)
), with_prev AS (
  SELECT
    day,
    outflow,
    LAG(day) OVER (ORDER BY day) AS prev_day,
    LAG(outflow) OVER (ORDER BY day) AS prev_outflow
  FROM daily
)
SELECT
  COUNT(*) AS num_days
FROM with_prev
WHERE
  prev_day = day - INTERVAL '1' DAY
  AND outflow > 0.5
  AND prev_outflow > 0.5
  AND outflow >= 2 * prev_outflow",['outflow'],82,61,1
